"no","issn","issn2","title","title_main","comments","database","Scopus","WoS","CA","PubMed","Springer","GeoRef","MathSciNet","zbMATH"
421,"2313-2272","2408-8897","Вестник Российского университета дружбы народов. Социология  / RUDN Journal of Sociology / RUDN JOURNAL OF SOCIOLOGY- VESTNIK ROSSIISKOGO UNIVERSITETA DRUZHBY NARODOVSERIYA SOTSIOLOGIYA","Вестник Российского университета дружбы народов. Социология / RUDN Journal of Sociology / RUDN JOURNAL OF SOCIOLOGY- VESTNIK ROSSIISKOGO UNIVERSITETA DRUZHBY NARODOVSERIYA SOTSIOLOGIYA",NA,"Scopus, WoS(ESCI)","да","да","","","","","",""
422,"2313-2302","2408-8900","Вестник Российского университета дружбы народов. Cерия: Философия / RUDN Journal of Philosophy","Вестник Российского университета дружбы народов. Cерия: Философия / RUDN Journal of Philosophy",NA,"Scopus","да","","","","","","",""
423,"1605-8070","2410-4639","Вестник Российского фонда фундаментальных исследований / Вестник РФФИ / Vestnik RFFI","Вестник Российского фонда фундаментальных исследований / Вестник РФФИ / Vestnik RFFI",NA,"CA(pt)","","","да","","","","",""
424,"0869-6047","2414-3545","Вестник Российской академии медицинских наук / Vestnik Rossiiskoi Akademii Meditsinskikh Nauk","Вестник Российской академии медицинских наук / Vestnik Rossiiskoi Akademii Meditsinskikh Nauk",NA,"Scopus","да","","","","","","",""
425,"0869-5873","","Вестник Российской академии наук (*англ. Herald of the Russian Academy of Sciences)","Вестник Российской академии наук","(*англ. Herald of the Russian Academy of Sciences)","CA(pt) (а), Scopus (a), Springer (а), WoS (а)","да","да","да","","да","","",""
426,"1991-8615","2310-7081","Вестник Самарского государственного технического университета. Серия Физико- математические науки / Vestnik Samarskogo Gosudarstvennogo Tekhnicheskogo Universiteta. Seriya Fiziko-Matematicheskie Nauki","Вестник Самарского государственного технического университета. Серия Физико- математические науки / Vestnik Samarskogo Gosudarstvennogo Tekhnicheskogo Universiteta. Seriya Fiziko-Matematicheskie Nauki",NA,"Scopus, WoS(ESCI), zbMATH","да","да","","","","","","да"
427,"2541-7525","","Вестник Самарского универоситета. Естественнонаучная серия  / Vestnik Samarskogo Universiteta. Estestvennonauchnaya Seriya","Вестник Самарского универоситета. Естественнонаучная серия / Vestnik Samarskogo Universiteta. Estestvennonauchnaya Seriya",NA,"zbMATH","","","","","","","","да"
428,"2074-1227","2587-5892","Вестник Санкт-Петербургского университета. Востоковедение и африканистика / Vestnik Sankt- Peterburgskogo Universiteta. Vostokovedenie i Afrikanistika","Вестник Санкт-Петербургского университета. Востоковедение и африканистика / Vestnik Sankt- Peterburgskogo Universiteta. Vostokovedenie i Afrikanistika",NA,"Scopus","да","","","","","","",""
429,"2541-9668","2587-585X","Вестник Санкт-Петербургского университета. Науки о Земле / Vestnik of Saint Petersburg University. Earth Sciences  (пред. назв. Вестник Санкт-Петербургского университета. Серия 7. Геология. География ISSN 1029-7456)","Вестник Санкт-Петербургского университета. Науки о Земле / Vestnik of Saint Petersburg University. Earth Sciences","(пред. назв. Вестник Санкт-Петербургского университета. Серия 7. Геология. География ISSN 1029-7456)","GeoRef, Scopus, WoS(ESCI)","да","да","","","","да","",""
430,"2074-1243","2587-5833","Вестник Санкт-Петербургского университета. Право / Vestnik Sankt-Peterburgskogo Universiteta. Pravo / VESTNIK OF SAINT PETERSBURG UNIVERSITY-LAW-VESTNIK SANKT- PETERBURGSKOGO UNIVERSITETA-PRAVO","Вестник Санкт-Петербургского университета. Право / Vestnik Sankt-Peterburgskogo Universiteta. Pravo / VESTNIK OF SAINT PETERSBURG UNIVERSITY-LAW-VESTNIK SANKT- PETERBURGSKOGO UNIVERSITETA-PRAVO",NA,"Scopus, WoS(ESCI)","да","да","","","","","",""
431,"1025-3106","","Вестник Санкт-Петербургского университета. Серия 1. Математика. Механика, Астрономия (*англ. Vestnik St. Petersburg University. Mathematics)","Вестник Санкт-Петербургского университета. Серия 1. Математика. Механика, Астрономия","(*англ. Vestnik St. Petersburg University. Mathematics)","MathScieNet (a), Scopus (a), Springer, WoS(ESCI) (a), zbMATH (a)","да","да","","","да","","да","да"
432,"1811-9905","2542-2251","Вестник Санкт-Петербургского университета. Серия 10. Прикладная математика. Информатика. Процессы управления / Vestnik Sankt- Peterburgskogo Universiteta. Prikladnaya Matematika. Informatika. Protsessy Upravleniya","Вестник Санкт-Петербургского университета. Серия 10. Прикладная математика. Информатика. Процессы управления / Vestnik Sankt- Peterburgskogo Universiteta. Prikladnaya Matematika. Informatika. Protsessy Upravleniya",NA,"Scopus, WoS(ESCI)","да","да","","","","","",""
433,"2221-3007","2542-2243","Вестник Санкт-Петербургского университета. Серия 15. Искусствоведение /Vestnik Sankt- Peterburgskogo Universiteta. Iskusstvovedenie","Вестник Санкт-Петербургского университета. Серия 15. Искусствоведение /Vestnik Sankt- Peterburgskogo Universiteta. Iskusstvovedenie",NA,"Scopus, WoS(ESCI)","да","да","","","","","",""
434,"1812-9323","2541-9390","Вестник Санкт-Петербургского университета. Серия 2. История / Vestnik Sankt-Peterburgskogo Universiteta, Istoriya","Вестник Санкт-Петербургского университета. Серия 2. История / Vestnik Sankt-Peterburgskogo Universiteta, Istoriya",NA,"Scopus, WoS(ESCI)","да","да","","","","","",""
435,"1024-8579","2587-5795","Вестник Санкт-Петербургского университета. Серия 4. Физика. Химия / Vestnik Sankt- Peterburgskogo Universiteta, Seriya 4: Fizika, Khimiya","Вестник Санкт-Петербургского университета. Серия 4. Физика. Химия / Vestnik Sankt- Peterburgskogo Universiteta, Seriya 4: Fizika, Khimiya",NA,"CA(core), Scopus","да","","да","","","","",""
